oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
uiblackhistory135,ha39,ha39.pdf,Correspondence regarding questions raised by Black students,Thomas E. Richardson,"Letter from Thomas E. Richardson to W. Anthony Park, Attorney General, thanking him for help and commending David C. Blackwell, who was sent by Park and his office, for the help he has given the campus.",1974-10-24,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha39,y,HA39.jpg,pdf,/objects/ha39.pdf,/objects/small/ha39_sm.jpg,/objects/thumbs/ha39_th.jpg
uiblackhistory128,ha4,ha4.pdf,Job posting for Assistant to the Affirmative Action Officer,,Job announcement for the assistant to the Affirmative Action officer position.,,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha4,y,HA4.jpg,pdf,/objects/ha4.pdf,/objects/small/ha4_sm.jpg,/objects/thumbs/ha4_th.jpg
uiblackhistory136,ha40,ha40.pdf,Correspondence regarding Black Student Union concerns,Thomas E. Richardson,Letter from Thomas E. Richardson to David C. Blackwell thanking Blackwell him for his help in answering the BSU questions.,1974-10-24,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha40,y,HA40.jpg,pdf,/objects/ha40.pdf,/objects/small/ha40_sm.jpg,/objects/thumbs/ha40_th.jpg
uiblackhistory137,ha41,ha41.pdf,Correspondence regarding issues raised by the Black Student Union,David C. Blackwell,Letter from Anthony Park to Richardson that discusses the points brought up by the B.S.U. on campus.,1974-10-16,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha41,y; combined,HA41.jpg; HA42.jpg; HA43.jpg,pdf,/objects/ha41.pdf,/objects/small/ha41_sm.jpg,/objects/thumbs/ha41_th.jpg
uiblackhistory264,ha45,ha45.pdf,Handwritten correspondence from Casson,Ellis H. Casson (President of the NAACP),Letter to Rolland concerning the application of Theresa Williams to the posoiton for the Coordinator of Minority Student Programs.,1974-09-02,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha45,y; combined,HA45.jpg; HA 46.jpg,pdf,/objects/ha45.pdf,/objects/small/ha45_sm.jpg,/objects/thumbs/ha45_th.jpg
uiblackhistory266,ha49,ha49.pdf,"Memorandum regarding ""Minority Student Programs""",Santiago Estrada,Memorandum to Ramsey concerning going over meeting points from Sep 13 1974 meeting.,1974-09-13,no,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha49,y,HA49.jpg,pdf,/objects/ha49.pdf,/objects/small/ha49_sm.jpg,/objects/thumbs/ha49_th.jpg
uiblackhistory129,ha5,ha5.pdf,"Memorandum titled, ""Attached Budget Work Sheet""",Sherman Carter,"Memorandum from Sherman Carter to Sandi Gallagher concerning funds for the Affirmative Action office and eliminating proposed funds for travel, an intern, and furniture.",1975-04-15,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha5,y,HA5.jpg,pdf,/objects/ha5.pdf,/objects/small/ha5_sm.jpg,/objects/thumbs/ha5_th.jpg
uiblackhistory130,ha54,ha54.pdf,"Handwritten notes titled, ""AA Advertising""",,"Handwritten notes titled, ""AA Advertising"" with notes listing names and organizations.",,,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977",,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha54,y; combined,HA54.jpg; HA55.jpg,pdf,/objects/ha54.pdf,/objects/small/ha54_sm.jpg,/objects/thumbs/ha54_th.jpg
uiblackhistory269,ha56,ha56.pdf,Job posting for Coordinator of Minority Student Programs,,Job posting for Coordinator of Minority Student Programs,1974-09-01,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha56,y,HA56.jpg,pdf,/objects/ha56.pdf,/objects/small/ha56_sm.jpg,/objects/thumbs/ha56_th.jpg
uiblackhistory270,ha57,ha57.pdf,Correspondence regarding application for the position of Coordinator of Minority Student Programs,Siegfried B. Rolland,Correspondence regarding application for the position of Coordinator of Minority Student Programs and discusses the steps necessary.,1974-06-01,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha57,y; combined,HA57.jpg; HA58.jpg,pdf,/objects/ha57.pdf,/objects/small/ha57_sm.jpg,/objects/thumbs/ha57_th.jpg
uiblackhistory131,ha6,ha6.pdf,Budget workup 1975-1976,,"Budget work up for the Affirmative Action office for 1975-1976 including other expenses, travel, capital outlay, and irregular help.",1975-04-01,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha6,y,HA6.jpg,pdf,/objects/ha6.pdf,/objects/small/ha6_sm.jpg,/objects/thumbs/ha6_th.jpg
uiblackhistory272,ha62,ha62.pdf,Screening Committee for Coordinator of Minority Student Programs position meeting minutes [1],,Meeting notes for the determination of position requirements for Coordinator of Minority/Ethnic Student Programs.,1974-06-13,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha62,y,HA62.jpg,pdf,/objects/ha62.pdf,/objects/small/ha62_sm.jpg,/objects/thumbs/ha62_th.jpg
uiblackhistory273,ha63,ha63.pdf,Screening Committee for Coordinator of Minority Student Programs position meeting minutes [2],,Two meeting notes stating position requirements finalized and a letter drafted for the position from June 18 1974 and June 20 1974.,1974-06-18,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha63,y,HA63.jpg,pdf,/objects/ha63.pdf,/objects/small/ha63_sm.jpg,/objects/thumbs/ha63_th.jpg
uiblackhistory274,ha64,ha64.pdf,Announcement of opening for Coordinator of Minority Student Programs,,Announcement of Opening for Coordinator position edited with 4 out of 7 required staples.,,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha64,y,HA64.jpg,pdf,/objects/ha64.pdf,/objects/small/ha64_sm.jpg,/objects/thumbs/ha64_th.jpg
uiblackhistory275,ha65,ha65.pdf,Announcement of opening for Director of Minority/Ethnic Student Programs for 1974-75 academic year,,Announcement of Opening for Director of program with qualifications and procedures for 1974-1975.,1974,yes,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha65,y,HA65.jpg,pdf,/objects/ha65.pdf,/objects/small/ha65_sm.jpg,/objects/thumbs/ha65_th.jpg
uiblackhistory276,ha66,ha66.pdf,Rough draft of job description for Coordinator of Minority Student Programs,,Rough Draft of job description for coordinator for program with marks showing it was edited.,,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha66,y,HA66.jpg,pdf,/objects/ha66.pdf,/objects/small/ha66_sm.jpg,/objects/thumbs/ha66_th.jpg
uiblackhistory277,ha67,ha67.pdf,Handwritten notes about Coordinator of Minority Student Programs FY 74-75,,Handwritten notes for coordinator position detailing salary and responsibilities. Most likely the previous rough draft to ha66.jpg.,,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha67,y,HA67.jpg; HA68.jpg,pdf,/objects/ha67.pdf,/objects/small/ha67_sm.jpg,/objects/thumbs/ha67_th.jpg
uiblackhistory278,ha69,ha69.pdf,Memorandum regarding Coordinator of Minority Student Programs committee,Thomas E. Richardson,Memorandum to Rolland commending him on selecting an applicant for the coordinator position.,1974-09-16,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha69,y,HA69.jpg,pdf,/objects/ha69.pdf,/objects/small/ha69_sm.jpg,/objects/thumbs/ha69_th.jpg
uiblackhistory132,ha7,ha7.pdf,Revised back pay adjustments for faculty women,,Revised back pay adjustments for faculty women that includes general education budget and cooperative extension.,1975-03-01,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha7,y,HA7.jpg,pdf,/objects/ha7.pdf,/objects/small/ha7_sm.jpg,/objects/thumbs/ha7_th.jpg
uiblackhistory138,ha70,ha70.pdf,Correspondence regarding the Black Student Union,Thomas E. Richardson,"Letter to B.S.U. and Charles Ramsey from Thomas E. Richardson, concerning B.S.U. space and the demolishment of Canterbury House in 1976 for expansion of People's Park.",1975-03-03,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha70,y,HA70.jpg,pdf,/objects/ha70.pdf,/objects/small/ha70_sm.jpg,/objects/thumbs/ha70_th.jpg
uiblackhistory279,ha71,ha71.pdf,Minority Student Programs News Report-News Report II,,Page notes that any additonal information should be directed to Carmen Loera.  It also includes news about curriculum work; tourism; and a position available at the Idaho Commission of Human Rights.,1975-03-01,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha71,y; combined,HA71.jpg; HA72.jpg; HA73.jpg,pdf,/objects/ha71.pdf,/objects/small/ha71_sm.jpg,/objects/thumbs/ha71_th.jpg
uiblackhistory280,ha74,ha74.pdf,Applying for a Job with Letters and Resumes: Do's and Dont's in Preparing Them,,"Pamphlet titled ""Applying for a Job with Letters and Resumes: Dos and Don'ts in Preparing Them"" that gives an example resume.",,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha74,y; combined,HA74.jpg; HA75.jpg,pdf,/objects/ha74.pdf,/objects/small/ha74_sm.jpg,/objects/thumbs/ha74_th.jpg
uiblackhistory282,ha77,ha77.pdf,"Memorandum regarding ""Minority Student Programs""",Charles A. Ramsey II,Memorandum to Coonrod concerning the fact that departments do not seem to know of existence of the minority programs.,1974-11-25,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha77,y,HA77.jpg,pdf,/objects/ha77.pdf,/objects/small/ha77_sm.jpg,/objects/thumbs/ha77_th.jpg
uiblackhistory283,ha78,ha78.pdf,"Memorandum regarding ""Publicity of Minority Program""",Susan Burcaw,Memorandum to Ramsay explaining to Ramsey how to expand the visibility of the minoirty program.,1974-11-29,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha78,y,HA78.jpg,pdf,/objects/ha78.pdf,/objects/small/ha78_sm.jpg,/objects/thumbs/ha78_th.jpg
uiblackhistory166,ha79,ha79.pdf,Memorandum regarding a space allocations request,Thomas E. Richardson,Memorandum from Thomas E. Richardson to Norbert Valdez concerning approval for space allotment in the Alumni Residence Center.,1974-12-09,,Minority Student Programs/Mecha,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha79,y,HA79.jpg,pdf,/objects/ha79.pdf,/objects/small/ha79_sm.jpg,/objects/thumbs/ha79_th.jpg
uiblackhistory133,ha8,ha8.pdf,"Memorandum titled, ""Back Pay, Staff Salary, etc.""",Sandi Gallagher,Memorandum from Sandi Gallagher to Thomas E. Richardson concerning error in pay with back pay for Joyce Campbell and mentioning Mr. Charles Nicolas (attorney for Idaho Commission on Human Rights).,1975-01-27,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha8,y,HA8.jpg,pdf,/objects/ha8.pdf,/objects/small/ha8_sm.jpg,/objects/thumbs/ha8_th.jpg
uiblackhistory167,ha80,ha80.pdf,Memorandum regarding a request for space allocation for use by MECHA,Norbert Valdez,Memorandum from Norbert Valdez to Thomas E. Richardson requesting space for the MECHA organization.,1974-11-22,,Minority Student Programs/Mecha,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha80,y,HA80.jpg,pdf,/objects/ha80.pdf,/objects/small/ha80_sm.jpg,/objects/thumbs/ha80_th.jpg
uiblackhistory139,ha81,ha81.pdf,Correspondence regarding Black Student Union concerns,Thomas E. Richardson,Same document as ha39.jpg; but includes small question-note made at top asking if Ramsey had seen it (1974-11-03),1974-10-24,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha81,y,HA81.jpg,pdf,/objects/ha81.pdf,/objects/small/ha81_sm.jpg,/objects/thumbs/ha81_th.jpg
uiblackhistory141,ha88,ha88.pdf,Handwritten note to Robert Coonrod and Thomas E. Richardson,,"Handwritten note to Robert Coonrod and Thomas E. Richardson describing notes from the September 23, 1974 B.S.U. meeting with faculty.",1974-09-25,,Black Student Union,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha88,y,HA88.jpg,pdf,/objects/ha88.pdf,/objects/small/ha88_sm.jpg,/objects/thumbs/ha88_th.jpg
uiblackhistory142,ha89,ha89.pdf,Handwritten notes regarding B.S.U. demands,,Two copies of handwritten notes detailing notes made in regard to B.S.U. demands and committee response. The first copy contains edits made in blue ink.,,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha89,y,HA89.jpg,pdf,/objects/ha89.pdf,/objects/small/ha89_sm.jpg,/objects/thumbs/ha89_th.jpg
uiblackhistory134,ha9,ha9.pdf,"Memorandum titled, ""Classification of Position in Your Office""",Sherman Carter,Two memorandums to Sandi Gallagher and Elbert Barton concerning Affirmative Action office position under review by the Classified Position Review Board. ,1974-10-01,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha9,y,HA9.jpg,pdf,/objects/ha9.pdf,/objects/small/ha9_sm.jpg,/objects/thumbs/ha9_th.jpg
uiblackhistory144,ha91,ha91.pdf,Correspondence between Sandi Gallagher and Ivy,Sandi Gallagher,Two documents of correspondence between Sandi Gallagher and Ivy regarding information for the Black Student Union meeting.,1974-09-25,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha91,y,HA91.jpg,pdf,/objects/ha91.pdf,/objects/small/ha91_sm.jpg,/objects/thumbs/ha91_th.jpg
uiblackhistory146,ha94,ha94.pdf,Employment figures for classified personnel,,"Note listing employment figures from Personnel Office on September 25; 1974.  Lists ""5 Orientals; 3 Blacks; 4 Spanish Surnames; and 2 American Indians"".  2.2% of 638 staff are minority faculty.",1974-09-25,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha94,y,HA94.jpg,pdf,/objects/ha94.pdf,/objects/small/ha94_sm.jpg,/objects/thumbs/ha94_th.jpg
uiblackhistory147,ha95,ha95.pdf,Handwritten notes regarding a B.S.U. meeting,,"Handwritten notes detailing three subjects to discuss in B.S.U. meeting.  The three topics are CWS vs. Loan; ""Hunting License""-Elements of CWS, and Total SCEE.",1974,yes,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha95,y,HA95.jpg,pdf,/objects/ha95.pdf,/objects/small/ha95_sm.jpg,/objects/thumbs/ha95_th.jpg
uiblackhistory148,ha96,ha96.pdf,Handwritten notes ,,"Handwritten notes listing three items; 5 cc. Conciliation Agreement, Additional committments to Ramsey?; and SAS Staff.",1974-09-25,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha96,y,HA96.jpg,pdf,/objects/ha96.pdf,/objects/small/ha96_sm.jpg,/objects/thumbs/ha96_th.jpg
uiblackhistory149,ha97,ha97.pdf,Part I and II of Equal Employment Opportunity report,Thomas E. Richardson,Part I and II of Employment Opportunity report for 1969. ,1973-03-27,,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha97,y; combined,HA97.jpg through HA100.jpg,pdf,/objects/ha97.pdf,/objects/small/ha97_sm.jpg,/objects/thumbs/ha97_th.jpg
uiblackhistory016,ma2000_29_001,ma2000_29_001.pdf,Jennie Eva Hughes registration card at University of Idaho,,,1898-09-23,,Hughes,,,"Registrars Office Records, 1899-1900",ma2000_29_001,,,application/pdf,text,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,ma2000_29_001,,,pdf,/objects/ma2000_29_001.pdf,/objects/small/ma2000_29_001_sm.jpg,/objects/thumbs/ma2000_29_001_th.jpg
uiblackhistory017,ma2000_29_002,ma2000_29_002.pdf,Jennie Eva Hughes registration card at University of Idaho,,,1899-02-15,yes,Hughes,,,"Registrars Office Records, 1899-1900",ma2000_29_002,,,application/pdf,text,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,ma2000_29_002,,,pdf,/objects/ma2000_29_002.pdf,/objects/small/ma2000_29_002_sm.jpg,/objects/thumbs/ma2000_29_002_th.jpg
uiblackhistory010,mg368_f60_002,mg368_f60_002.pdf,Department of History minutes,Siegfried B. Rolland,"Meeting minutes for the history department on February 4, 1970.  Five points of order were the proposal of the ""Negro History"" course, elimination of courses from catalog, course change in Latin America classes, proposal for Middle Eastern course, and optional BS degree in L and S.",1970-02-04,,Black Studies; History Course,,,"Siegfried B. Rolland Papers, 1945-1988",mg368_f60_002,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,mg368_folder60_002,y,R 53.jpg,pdf,/objects/mg368_f60_002.pdf,/objects/small/mg368_f60_002_sm.jpg,/objects/thumbs/mg368_f60_002_th.jpg
